ticket_id,brand,channel,category,priority,created_at,resolved_at,agent_id,satisfaction_score
T0004038,KAYAK,chat,Technical Issue,Urgent,2024-10-05 10:07:00,2024-10-05 10:46:36,A0052,
T0002386,agoda,phone,billing,Medium,2025-01-10 02:36:00,,A0024,
T0003796,Booking.com,phone,Booking Change,Low,2025-05-10 04:19:00,2025-05-10 09:14:48,A0022,5
T0002395,agoda,social,billing,Low,2025-04-26 18:19:00,2025-04-27 01:15:24,A0015,
T0001747,Booking.com,chat,Cancellation,High,14/05/2025 07:48,,A0044,
T0003312,priceline,social,Booking Change,Medium,2025-01-04 23:16:00,2025-01-05 01:13:36,A0028,8
T0004760,priceline,SOCIAL,Cancellation,Urgent,15/02/2025 11:42,2025-02-15 16:30:36,A0022,
T0000685,Booking.com,social,Billing ,Low,2024-12-13 19:38:00,2024-12-14 04:14:00,A0020,2
T0004071,agoda,email,Technical Issue,Low,2024-11-19 07:37:00,2024-11-19 07:57:24,A0038,5
T0003483,KAYAK,social,Booking Change,Low,2024-11-29 19:04:00,2024-11-30 02:59:12,A0059,1
T0002409,KAYAK,email,General Query,Medium,2025-01-17 22:20:00,2025-01-18 03:20:36,A0012,5
T0000176,agoda,phone,Booking Change,Medium,06/03/2025 08:15,,A0009,
T0002696,Booking.com,social,Billing,High,2025-04-12 03:39:00,2025-04-13 05:55:48,A0056,6
T0003752,priceline,email,TECHNICAL ISSUE,Urgent,2025-01-22 15:17:00,2025-01-23 02:21:48,A0048,10
T0003140,agoda,social,Cancellation,High,2025-01-04 06:06:00,2025-01-05 08:28:12,A0032,
T0001303,agoda,phone,GENERAL QUERY,Low,2024-10-09 01:08:00,,A0015,
T0000510,agoda,phone,Billing,Urgent,2025-01-16 05:28:00,2025-01-16 06:45:24,A0056,5
T0003200,KAYAK,chat,Cancellation,High,2024-06-12 09:32:00,2024-06-12 22:44:00,A0037,
T0004953,KAYAK,phone,Booking Change,Medium,2024-12-28 02:18:00,,A0037,
T0002995,priceline,chat,Booking Change,Urgent,2025-01-01 07:57:00,2025-01-01 08:21:36,A0054,
T0001427,agoda,Email,General Query,High,19/03/2025 17:12,2025-03-19 23:07:48,A0059,4
T0003724,agoda,PHONE,Technical Issue,Medium,2024-06-14 02:05:00,2024-06-14 03:06:12,A0009,4
T0003702,agoda,email,Technical Issue,Medium,2024-11-18 03:16:00,,A0047,
T0003838,KAYAK,phone,Booking Change,High,10/04/2025 07:37,2025-04-10 09:32:12,A0004,
T0004108,Booking.com,social,GENERAL QUERY,High,2024-06-09 17:39:00,2024-06-10 03:15:36,A0057,8
T0002076,priceline,chat,CANCELLATION,Low,24/03/2025 16:26,2025-03-25 04:40:24,A0051,
T0004036,KAYAK,chat,BOOKING CHANGE,Low,2025-02-15 00:01:00,2025-02-15 08:06:24,A0060,
T0002438,KAYAK,phone,cancellation,Low,2024-07-18 16:54:00,2024-07-18 22:34:12,A0037,10
T0003094,KAYAK,phone,Booking Change,Medium,2025-01-15 19:06:00,2025-01-16 15:16:48,A0005,2
T0002603,Booking.com,phone,booking change,Urgent,2025-02-26 07:41:00,2025-02-26 08:46:24,A0058,4
T0001144,agoda,PHONE,Technical Issue,Urgent,2024-10-23 01:32:00,2024-10-23 05:37:24,A0003,10
T0002448,KAYAK,social,General Query,Urgent,2025-04-03 07:29:00,2025-04-03 13:22:24,A0057,4
T0000467,KAYAK,social,Technical Issue,High,2024-09-09 22:51:00,2024-09-09 23:49:48,A0025,5
T0002001,priceline,phone,General Query,Urgent,2024-09-21 01:25:00,2024-09-21 03:08:12,A0047,
T0002794,priceline,phone,Booking Change,High,2025-03-01 02:23:00,2025-03-01 06:05:00,A0028,
T0004958,priceline,email,Cancellation,Low,2024-09-27 05:22:00,2024-09-27 09:34:36,A0010,4
T0001335,KAYAK,chat,technical issue,Urgent,11/12/2024 02:35,2024-12-11 19:19:24,A0021,2
T0002733,priceline,phone,Booking Change,Low,2024-10-01 10:20:00,2024-10-02 01:17:36,A0060,4
T0000992,KAYAK,social,Cancellation,Medium,2025-02-04 22:10:00,2025-02-05 02:11:12,A0031,
T0004759,agoda,social,Technical Issue,Low,2025-02-05 21:12:00,2025-02-07 08:19:48,A0052,4
T0003256,Booking.com,chat,General Query,Urgent,2025-02-21 11:32:00,2025-02-21 12:20:36,A0011,10
T0003895,priceline,phone,General Query,Medium,2024-12-11 22:56:00,2024-12-12 10:14:00,A0011,9
T0002028,priceline,email,Cancellation,Medium,2024-12-16 18:22:00,2024-12-16 22:10:00,A0015,5
T0001175,agoda,social,Billing,Low,10/12/2024 20:54,2024-12-11 07:47:24,A0026,
T0000778,KAYAK,chat,Cancellation,Urgent,2025-03-06 06:55:00,2025-03-06 07:08:48,A0010,2
T0004936,priceline,social,Booking Change,Low,2024-12-10 14:04:00,2024-12-11 00:49:00,A0011,3
T0003799,KAYAK,social,technical issue,High,2025-04-26 19:48:00,2025-04-27 02:08:24,A0007,3
T0002360,agoda,phone,booking change,High,01/05/2025 09:33,2025-05-01 17:36:36,A0024,
T0003499,agoda,PHONE,Cancellation,Low,2025-02-11 14:59:00,2025-02-12 01:57:48,A0057,
T0000508,priceline,Email,Cancellation,Low,19/02/2025 16:30,2025-02-20 16:48:36,A0039,2
T0000996,agoda,chat,General Query,High,2024-12-08 12:09:00,2024-12-08 21:35:24,A0051,
T0003280,agoda,email,Technical Issue,High,2025-02-24 05:49:00,2025-02-25 01:08:48,A0047,3
T0000547,agoda,social,billing,High,2024-08-02 16:29:00,2024-08-02 17:41:00,A0005,2
T0004769,KAYAK,chat,Bill,Medium,2025-04-04 20:20:00,2025-04-05 00:12:48,A0001,3
T0004727,Booking.com,phone,Booking Change,High,2025-03-30 09:38:00,2025-03-30 11:45:48,A0047,4
T0000262,Booking.com,phone,Billing,High,13/03/2025 12:28,2025-03-13 18:25:00,A0010,4
T0000939,agoda,SOCIAL,technical issue,Urgent,13/08/2024 23:44,2024-08-14 17:44:36,A0010,6
T0001127,priceline,email,billing,High,2024-12-31 19:58:00,2025-01-01 00:53:12,A0006,
T0003988,agoda,social,Technical Issue,Medium,2024-11-04 07:07:00,2024-11-05 01:02:48,A0029,
T0002925,priceline,email,Billing,Low,2025-04-18 10:05:00,,A0004,
T0000313,priceline,chat,billing,Urgent,2024-10-02 17:07:00,2024-10-02 21:37:00,A0011,
T0003843,priceline,SOCIAL,Technical Issue,High,2024-12-15 22:25:00,2024-12-16 00:10:00,A0035,7
T0000576,agoda,email,Technical Issue,Medium,23/06/2024 11:07,2024-06-23 12:04:00,A0012,
T0000081,priceline,social,General Query,Low,2024-09-07 12:21:00,2024-09-07 16:22:12,A0028,
T0003002,Booking.com,chat,Cancellation,Low,2025-03-31 19:54:00,2025-04-01 00:30:36,A0033,1
T0003309,priceline,chat,Booking Change,Urgent,13/04/2025 04:08,2025-04-14 01:38:36,A0007,1
T0003359,KAYAK,social,Booking Change,Urgent,03/10/2024 06:20,2024-10-03 19:36:48,A0033,7
T0002680,priceline,phone,Booking Change,Medium,2024-11-09 13:18:00,2024-11-11 00:19:48,A0044,1
T0000341,Booking.com,phone,BILLING,High,2025-03-08 14:21:00,2025-03-08 19:30:36,A0057,
T0000809,agoda,social,General Query ,Low,2024-12-19 22:19:00,2024-12-19 23:14:48,A0025,
T0002419,Booking.com,phone,Booking Change,Low,2024-08-01 04:42:00,2024-08-01 12:26:24,A0021,4
T0002065,priceline,email,Technical Issue,High,2025-04-27 01:25:00,2025-04-27 21:51:24,A0028,1
T0000095,Booking.com,social,Booking Change ,Urgent,2025-01-19 13:20:00,2025-01-19 23:11:00,A0031,
T0004646,Booking.com,chat,TECHNICAL ISSUE,Low,2024-12-28 11:07:00,2024-12-29 11:17:12,A0039,1
T0001910,agoda,phone,Technical Issue,Urgent,18/12/2024 07:39,2024-12-18 12:09:00,A0043,3
T0000017,Booking.com,phone,General Query,Urgent,2024-07-14 08:17:00,2024-07-14 20:33:48,A0045,4
T0002844,Booking.com,social,GENERAL QUERY,Low,2024-11-10 21:06:00,,A0041,
T0000104,KAYAK,chat,General Query,Low,2024-11-25 04:13:00,,A0043,
T0003626,agoda,social,TECHNICAL ISSUE,Urgent,2024-11-05 22:40:00,2024-11-06 07:00:24,A0004,6
T0003429,agoda,phone,Billing,High,2025-05-01 22:06:00,2025-05-02 10:18:36,A0012,
T0001880,Booking.com,chat,GENERAL QUERY,High,2025-03-18 13:55:00,2025-03-18 19:32:12,A0013,3
T0000109,priceline,phone,Technical Issue,High,2024-10-28 11:52:00,2024-10-28 15:19:00,A0013,
T0001190,Booking.com,email,General Query,Low,2025-03-12 12:03:00,2025-03-12 16:49:48,A0001,1
T0000960,KAYAK,phone,Billing,Medium,2024-08-11 04:45:00,2024-08-12 00:17:24,A0033,3
T0003756,Booking.com,social,Billing,Urgent,2025-05-20 07:04:00,2025-05-20 13:16:36,A0060,5
T0002583,priceline,phone,General Query,Medium,2025-02-08 01:13:00,,A0055,
T0003466,Booking.com,email,General Query,Urgent,2024-06-10 13:19:00,2024-06-10 15:18:24,A0053,2
T0004765,Booking.com,phone,booking change,Medium,11/01/2025 03:54,2025-01-11 12:30:36,A0035,3
T0003667,Booking.com,chat,Billing,High,2024-08-29 06:53:00,2024-08-29 14:55:24,A0028,2
T0004143,KAYAK,email,Technical Issue,Low,01/02/2025 06:06,2025-02-01 10:00:00,A0007,
T0000009,Booking.com,phone,General Query,Urgent,2025-02-25 23:59:00,2025-02-27 10:39:12,A0054,1
T0000389,Booking.com,phone,cancellation,Urgent,2024-07-28 10:15:00,2024-07-28 17:27:00,A0029,
T0001967,KAYAK,email,TECHNICAL ISSUE,High,2024-12-05 14:07:00,2024-12-05 19:27:24,A0016,5
T0002022,priceline,CHAT,Booking Change ,Medium,2025-02-07 05:13:00,2025-02-07 15:39:24,A0038,
T0001765,Booking.com,chat,Technical Issue,Low,2024-12-03 20:07:00,2024-12-04 16:02:48,A0017,4
T0003182,Booking.com,chat,Cancellation ,Urgent,2025-03-19 13:31:00,2025-03-20 05:34:00,A0019,5
T0000797,agoda,chat,Cancellation,Low,2025-02-26 11:14:00,2025-02-26 22:16:24,,
T0001493,Booking.com,email,Booking Change,Urgent,13/01/2025 19:15,2025-01-14 07:34:48,A0031,3
T0004717,Booking.com,Email,Booking Change,Medium,2024-09-22 22:54:00,,A0052,
T0002800,agoda,social,Technical Issue,Urgent,2025-02-03 03:04:00,2025-02-03 04:00:24,A0053,1
T0004063,priceline,e-mail,Technical Issue,Low,08/09/2024 14:44,2024-09-08 16:25:24,A0052,4
T0004496,priceline,phone,General Query,High,2024-07-17 05:55:00,2024-07-17 11:31:00,A0004,1
T0003901,Booking.com,phone,Booking Change,High,2024-08-28 16:28:00,,A0005,
T0001417,Booking.com,chat,Billing,Urgent,2024-07-04 18:10:00,,A0025,
T0003456,Booking.com,social,Booking Change,High,22/06/2024 18:49,,A0034,
T0001579,KAYAK,social,General Query,High,2025-05-10 02:34:00,2025-05-10 04:16:36,A0031,1
T0002671,KAYAK,chat,Billing,Low,2024-10-07 00:43:00,2024-10-07 02:18:24,A0030,1
T0003134,Booking.com,chat,booking change,Low,2025-05-06 02:03:00,2025-05-06 07:28:48,A0051,
T0000074,KAYAK,chat,BILLING,Low,31/12/2024 16:23,,A0037,
T0001318,KAYAK,email,Technical Issue,Low,2025-01-22 14:25:00,2025-01-22 15:16:36,A0038,1
T0001987,Booking.com,chat,GENERAL QUERY,Low,2024-09-14 04:15:00,2024-09-14 11:36:36,A0041,5
T0000540,agoda,phone,Bill,Medium,2025-02-27 20:59:00,2025-02-27 21:14:36,A0033,2
T0001926,KAYAK,chat,General Query,High,2025-01-27 04:19:00,,A0031,
T0002026,agoda,email,Booking Change,High,2024-10-13 05:28:00,2024-10-13 13:36:24,A0045,2
T0001887,KAYAK,phone,Billing,Urgent,2025-03-11 16:09:00,2025-03-12 04:37:48,A0024,5
T0001172,Booking.com,chat,booking change,Low,2024-07-23 06:36:00,2024-07-23 18:39:00,A0048,2
T0003578,priceline,chat,booking change,High,14/03/2025 12:25,,A0043,
T0003030,agoda,CHAT,Technical Issue,High,2025-02-27 23:43:00,2025-02-28 07:41:12,A0044,
T0002764,priceline,email,General Query,Medium,2024-08-31 17:54:00,2024-08-31 22:47:24,A0049,5
T0001411,agoda,email,General Query,High,21/10/2024 16:50,2024-10-21 18:37:24,A0046,
T0001191,agoda,SOCIAL,Billing,Low,2025-05-07 04:34:00,2025-05-07 06:05:12,A0046,
T0004504,agoda,social,BOOKING CHANGE,Medium,2024-09-13 13:35:00,2024-09-13 17:17:36,A0059,4
T0001130,KAYAK,social,Technical Issue,Medium,2024-09-26 17:39:00,2024-09-26 22:52:48,A0035,1
T0001075,agoda,chat,billing,Low,2025-04-09 06:20:00,2025-04-09 07:44:00,A0010,4
T0000039,agoda,chat,Technical Issue,Medium,2025-03-08 06:15:00,2025-03-08 09:48:00,A0025,3
T0002827,KAYAK,social,Technical Issue,Urgent,2024-06-19 02:56:00,2024-06-19 18:33:48,A0014,
T0004843,KAYAK,email,Billing,High,19/07/2024 21:40,2024-07-20 03:57:24,A0043,2
T0001832,KAYAK,chat,General Query ,Urgent,2025-05-28 04:49:00,2025-05-28 12:20:48,A0017,3
T0001646,KAYAK,chat,Technical Issue,Medium,2024-10-04 14:39:00,2024-10-05 07:44:24,A0035,1
T0001036,agoda,chat,General Query,Medium,2024-06-30 02:19:00,2024-07-01 03:13:00,A0015,5
T0002940,KAYAK,phone,Cancellation,Urgent,2025-03-18 01:01:00,2025-03-18 04:42:24,A0030,
T0002560,KAYAK,Email,General Query,Low,2024-12-29 16:05:00,,A0025,
T0000019,priceline,CHAT,Booking Change,Medium,2024-08-02 14:00:00,2024-08-02 20:38:24,A0017,
T0004896,Booking.com,chat,Technical Issue,Medium,2025-02-27 09:21:00,2025-02-27 17:22:12,A0043,
T0000430,Booking.com,chat,Cancellation,Medium,2025-04-30 14:16:00,2025-04-30 16:17:12,A0008,5
T0003786,priceline,email,Booking Change ,High,2024-09-03 09:04:00,2024-09-03 09:21:24,A0009,2
T0002657,agoda,social,Technical Issue,Urgent,2024-07-05 09:24:00,,A0043,
T0004246,KAYAK,chat,Cancellation,Urgent,2025-01-30 17:20:00,2025-01-30 20:03:12,A0032,
T0000417,KAYAK,chat,General Query,Medium,2025-03-31 18:53:00,2025-03-31 23:41:00,A0045,5
T0004312,Booking.com,email,Cancellation,Medium,2024-08-07 13:47:00,2024-08-07 14:02:36,A0038,
T0001607,priceline,phone,Billing,Low,2024-08-23 16:42:00,2024-08-23 19:00:00,A0046,
T0004167,priceline,phone,technical issue,Low,28/02/2025 11:41,2025-03-01 02:33:48,A0060,2
T0001135,KAYAK,phone,Booking Change,Medium,2024-10-03 19:45:00,2024-10-05 03:05:24,A0038,
T0004689,agoda,social,general query,Urgent,2025-02-10 12:37:00,2025-02-10 18:25:00,A0029,5
T0002451,priceline,email,Technical Issue,Urgent,2024-09-30 07:01:00,2024-09-30 08:21:24,A0053,4
T0001842,agoda,chat,General Query,Medium,2024-10-04 20:10:00,2024-10-05 04:52:00,A0025,1
T0003975,KAYAK,chat,Booking Change,Urgent,11/10/2024 13:59,2024-10-12 01:00:12,A0010,1
T0000112,agoda,phone,Booking Change,High,2024-06-19 13:49:00,2024-06-20 11:20:48,A0002,3
T0001937,agoda,social,CANCELLATION,Medium,19/01/2025 21:30,2025-01-20 06:58:12,A0010,
T0002810,KAYAK,social,Booking Change ,Low,2025-04-17 06:36:00,2025-04-17 08:10:48,A0048,
T0000132,agoda,social,Booking Change,Medium,31/01/2025 03:40,2025-01-31 07:05:48,A0018,
T0000241,Booking.com,phone,Booking Change,High,2025-05-23 04:02:00,2025-05-23 08:57:48,A0021,
T0001845,Booking.com,email,Technical Issue,Low,2025-05-08 04:25:00,2025-05-08 13:01:36,A0014,5
T0001535,priceline,phone,Technical Issue,Low,2025-03-14 00:01:00,2025-03-14 03:51:24,A0034,4
T0000131,agoda,social,Billing,High,2024-07-10 19:55:00,2024-07-11 07:10:36,A0021,
T0000468,Booking.com,social,Booking Change,Urgent,2024-09-24 02:19:00,2024-09-24 09:31:00,A0022,7
T0000251,agoda,CHAT,Technical Issue,Low,2025-04-13 22:11:00,2025-04-14 01:44:00,A0006,
T0000222,Booking.com,phone,GENERAL QUERY,Urgent,2024-07-15 19:50:00,2024-07-16 06:06:48,A0033,4
T0004737,KAYAK,social,general query,Urgent,2025-03-04 22:27:00,2025-03-05 00:22:48,A0020,4
T0004196,priceline,email,Cancellation,Medium,2025-03-11 15:23:00,2025-03-11 21:09:48,A0010,
T0001557,KAYAK,PHONE,Booking Change,Medium,2024-07-21 13:19:00,,A0047,
T0000367,KAYAK,social,BILLING,High,2024-10-20 03:38:00,2024-10-20 08:29:36,A0014,
T0004423,Booking.com,social,Cancellation ,Medium,2024-12-27 02:06:00,2024-12-27 06:34:48,A0033,2
T0003733,KAYAK,email,Booking Change,Low,2025-04-21 03:09:00,2025-04-21 07:28:48,A0047,
T0004027,priceline,social,Booking Change,Low,2024-09-27 02:26:00,2024-09-28 21:58:24,A0060,2
T0002751,KAYAK,social,Booking Change,Medium,2025-03-31 15:28:00,2025-04-01 02:44:12,A0004,1
T0003117,Booking.com,social,Booking Change,High,2024-12-07 04:16:00,2024-12-07 05:11:12,A0059,
T0000302,priceline,chat,Billing,Medium,2024-12-04 17:46:00,2024-12-04 21:39:24,A0019,
T0001847,KAYAK,email,cancellation,High,22/04/2025 23:32,2025-04-23 01:26:36,A0040,5
T0002979,KAYAK,phone,billing,High,04/02/2025 20:05,2025-02-05 04:27:12,A0023,2
T0003768,agoda,email,Cancellation,Urgent,16/04/2025 21:45,2025-04-17 15:02:24,A0008,
T0003663,priceline,SOCIAL,Technical Issue,High,05/02/2025 06:43,2025-02-05 10:52:36,A0055,1
T0002729,agoda,e-mail,booking change,High,2024-07-07 21:54:00,2024-07-08 01:03:36,A0004,10
T0000376,priceline,e-mail,billing,Low,30/05/2025 07:45,,A0049,
T0001829,priceline,phone,General Query,Medium,2024-08-25 00:13:00,2024-08-25 02:12:24,A0030,2
T0001268,priceline,PHONE,cancellation,Medium,2024-11-11 21:14:00,2024-11-12 07:40:24,A0023,9
T0000471,Booking.com,chat,technical issue,Urgent,2024-06-23 02:31:00,2024-06-23 18:31:00,A0046,3
T0000831,Booking.com,email,Cancellation,Urgent,15/07/2024 22:42,2024-07-16 04:09:00,A0050,3
T0004487,priceline,email,Technical Issue,High,2024-10-12 21:17:00,2024-10-12 22:24:48,A0003,1
T0004294,priceline,social,Bill,Urgent,2024-10-19 22:36:00,2024-10-20 00:18:00,A0019,1
T0000306,Booking.com,email,Technical Issue,Urgent,2025-01-08 16:03:00,2025-01-08 17:45:00,A0051,
T0003563,KAYAK,SOCIAL,GENERAL QUERY,Medium,07/11/2024 02:07,2024-11-07 07:01:00,A0046,4
T0003474,agoda,social,Billing ,Low,02/07/2024 00:56,2024-07-02 02:06:12,A0047,1
T0001116,priceline,email,Technical Issue,Urgent,2025-02-16 19:37:00,2025-02-17 11:05:12,A0020,
T0002543,Booking.com,phone,Cancellation ,Low,2024-08-29 18:34:00,2024-08-30 14:12:24,A0058,4
T0003923,agoda,social,BILLING,Urgent,2024-07-03 23:33:00,2024-07-04 14:25:48,A0040,3
T0000170,priceline,social,Technical Issue,Medium,2025-02-12 09:12:00,2025-02-12 12:22:48,A0060,4
T0003263,agoda,Email,Cancellation ,Urgent,2024-09-30 14:22:00,,A0014,
T0000507,Booking.com,phone,Billing,Low,2024-07-14 19:24:00,2024-07-14 21:15:00,A0016,4
T0001143,priceline,social,BOOKING CHANGE,Low,2024-11-23 11:25:00,2024-11-23 19:35:12,A0016,
T0003431,priceline,social,Booking Change,Urgent,2025-03-08 19:31:00,2025-03-09 04:07:36,A0011,5
T0003533,agoda,email,General Query,Medium,2025-05-24 23:02:00,2025-05-25 03:55:24,A0030,5
T0003705,Booking.com,email,BOOKING CHANGE,Urgent,2025-05-12 07:45:00,,A0026,
T0001439,Booking.com,chat,Billing,Low,2024-12-24 07:52:00,2024-12-24 11:26:48,A0022,
T0001093,Booking.com,email,Billing,Low,2024-11-22 18:08:00,2024-11-22 18:21:48,A0046,
T0004560,agoda,phone,Cancellation,High,2024-09-13 14:53:00,2024-09-13 18:42:12,A0004,2
T0000976,KAYAK,social,Billing,Medium,2025-05-28 00:37:00,2025-05-28 12:02:12,A0001,
T0004997,Booking.com,chat,Cancellation,Medium,14/10/2024 00:06,2024-10-14 01:57:00,A0037,5
T0002878,priceline,phone,General Query,Low,2024-09-30 04:14:00,2024-10-01 01:12:48,A0005,4
T0002983,KAYAK,email,GENERAL QUERY,Urgent,20/01/2025 11:22,2025-01-20 17:04:36,,5
T0003444,agoda,email,General Query,Urgent,2024-07-09 21:13:00,2024-07-10 00:59:12,A0030,8
T0000272,Booking.com,chat,Cancellation,Urgent,21/03/2025 21:15,2025-03-22 01:35:24,A0057,2
T0003590,agoda,phone,CANCELLATION,High,2025-01-19 23:22:00,2025-01-20 00:08:48,A0056,3
T0003081,priceline,email,BOOKING CHANGE,Urgent,2024-10-09 21:47:00,2024-10-10 00:46:24,A0058,
T0001745,KAYAK,chat,TECHNICAL ISSUE,Medium,2024-12-06 17:30:00,2024-12-07 15:02:24,A0001,2
T0002006,agoda,email,billing,High,2025-01-14 02:12:00,2025-01-14 06:13:48,A0007,
T0000360,priceline,chat,Technical Issue,Urgent,2025-05-29 22:40:00,2025-05-30 03:50:48,A0017,3
T0001509,Booking.com,phone,TECHNICAL ISSUE,Medium,2024-06-30 16:52:00,2024-06-30 22:17:48,A0033,2
T0000594,priceline,email,Technical Issue,Urgent,2024-09-28 07:51:00,2024-09-28 09:40:12,A0048,5
T0003869,agoda,chat,Cancellation,High,2025-05-06 11:23:00,2025-05-06 12:21:48,A0044,3
T0004825,agoda,phone,Technical Issue,High,2024-06-29 19:27:00,,A0025,
T0001566,agoda,email,Billing,Low,2024-06-27 22:22:00,2024-06-28 13:22:00,A0003,6
T0004406,Booking.com,phone,technical issue,Urgent,28/06/2024 19:37,2024-06-28 20:31:36,A0034,4
T0001459,Booking.com,social,General Query,Medium,2024-06-25 07:53:00,2024-06-25 12:01:24,A0019,1
T0002511,agoda,social,Technical Issue,High,2024-09-06 10:51:00,2024-09-07 07:22:48,A0003,9
T0003132,KAYAK,phone,General Query,High,2024-10-19 17:33:00,2024-10-20 01:58:48,A0039,10
T0000814,priceline,chat,BOOKING CHANGE,Low,2025-04-21 13:08:00,,A0056,
T0001033,KAYAK,chat,Billing,Medium,2025-05-24 09:29:00,2025-05-24 10:20:36,A0006,3
T0004982,priceline,social,Booking Change,Medium,19/05/2025 01:32,2025-05-19 06:09:12,A0015,
T0004967,Booking.com,social,Billing,Low,2024-09-03 16:45:00,2024-09-03 19:22:12,A0008,3
T0003014,Booking.com,social,cancellation,Medium,2024-08-21 15:50:00,2024-08-21 17:26:00,A0050,5
T0001245,priceline,chat,Booking Change ,High,2024-07-02 07:52:00,2024-07-03 00:39:24,A0016,3
T0002674,agoda,PHONE,cancellation,Urgent,2025-02-22 11:34:00,,A0049,
T0003154,KAYAK,social,Cancellation ,Urgent,2024-11-09 18:13:00,2024-11-10 19:25:00,A0021,2
T0004557,agoda,e-mail,General Query,Low,2025-04-22 00:51:00,2025-04-22 03:40:12,A0029,4
T0000500,priceline,chat,cancellation,High,15/01/2025 23:09,2025-01-16 09:00:36,A0026,5
T0003951,KAYAK,CHAT,General Query ,Low,2024-07-22 00:10:00,2024-07-22 06:53:12,A0041,9
T0000314,Booking.com,SOCIAL,Technical Issue,Low,2025-03-27 14:50:00,2025-03-28 08:34:24,A0002,5
T0002853,priceline,social,Cancellation,Urgent,2024-07-18 08:32:00,2024-07-18 09:17:36,A0001,
T0001621,agoda,PHONE,Cancellation,Low,2024-06-13 07:32:00,2024-06-13 11:23:36,A0051,3
T0003461,KAYAK,chat,cancellation,Low,2025-01-28 12:49:00,2025-01-28 15:09:24,A0019,10
T0004692,priceline,email,Technical Issue,Medium,2024-09-25 11:19:00,2024-09-25 16:58:36,A0026,
T0000393,priceline,phone,Billing,Urgent,2024-10-20 03:49:00,2024-10-20 08:44:12,A0021,5
T0003503,KAYAK,email,Cancellation,Medium,2024-11-15 12:09:00,2024-11-16 06:31:12,A0001,2
T0001077,priceline,phone,General Query,Low,2025-01-13 18:36:00,2025-01-13 22:14:24,A0033,6
T0001197,agoda,social,General Query ,High,28/08/2024 04:49,2024-08-28 08:08:48,A0040,
T0004477,Booking.com,social,Technical Issue,High,2025-05-06 08:23:00,2025-05-06 17:30:12,A0059,3
T0003465,Booking.com,social,General Query,Medium,28/09/2024 15:05,2024-09-29 19:38:36,A0011,
T0002599,agoda,phone,Cancellation,Urgent,2024-09-11 17:49:00,2024-09-12 01:25:00,A0009,3
T0000936,agoda,email,Billing,Low,2025-03-25 23:55:00,2025-03-26 00:08:12,A0060,5
T0001954,priceline,phone,Booking Change,Medium,2025-04-15 02:27:00,2025-04-15 12:19:12,A0042,3
